,wind_north,wind_south,solar_north,solar_south
2024-01-01 00:00:00,0.4964244926068226,0.34800190357502775,0.0,0.0
2024-01-01 01:00:00,0.40117772447946,0.12133480574107966,0.0,0.0
2024-01-01 02:00:00,0.5190706503702416,0.13210535113028776,0.0,0.0
2024-01-01 03:00:00,0.6503718481163415,0.3087516496147052,0.0,0.0
2024-01-01 04:00:00,0.3867943634466373,0.2444269030698751,0.0,0.0
2024-01-01 05:00:00,0.3867968261127606,0.20534348941241537,0.0,0.0
2024-01-01 06:00:00,0.6587992919812464,0.35242345620723886,0.006017495768858557,0.0
2024-01-01 07:00:00,0.537032579028074,0.26960660601668285,0.21403959191885502,0.24030442759824558
2024-01-01 08:00:00,0.3514962117648949,0.25610640649673616,0.30417768001254725,0.47541652368232856
2024-01-01 09:00:00,0.5033013761930324,0.32884353188329674,0.5835676324494796,0.618732311028792
2024-01-01 10:00:00,0.35240471573326837,0.2133497683134353,0.5231068417162503,0.8437456430108121
2024-01-01 11:00:00,0.3520579066195992,0.40771256635504716,0.7935455684305368,1.0
2024-01-01 12:00:00,0.4582117103900428,0.17205590548449096,0.7776830533242008,0.9920956796011388
2024-01-01 13:00:00,0.13492533295646802,0.3165535744420006,0.8501289907135797,0.9883205133861
2024-01-01 14:00:00,0.16317969477818278,0.39424395167377624,0.7981343514600896,1.0
2024-01-01 15:00:00,0.3375742402689918,0.11313111888058178,0.7380768148674755,0.9430723109213142
2024-01-01 16:00:00,0.26999270160497413,0.21652715022254684,0.6531779097757501,0.6558899347221206
2024-01-01 17:00:00,0.4690544695444288,0.36508140709634757,0.5392445559413761,0.6233530240541783
2024-01-01 18:00:00,0.2857137583269561,0.36658512258089426,0.3306654499646846,0.41415376578060253
2024-01-01 19:00:00,0.210071814454844,0.23371110776896784,0.22975670369136308,0.24235621853200992
2024-01-01 20:00:00,0.6417646849933708,0.1773935584401058,0.0,0.0
2024-01-01 21:00:00,0.38805092458215734,0.346454250040868,0.0,0.0
2024-01-01 22:00:00,0.43204660035832626,0.36921557806595223,0.0,0.0
2024-01-01 23:00:00,0.20820514172311919,0.1343943329565523,0.0,0.0
2024-01-02 00:00:00,0.3414453418441106,0.13132971568449925,0.0,0.0
2024-01-02 01:00:00,0.4397411389793679,0.27424674877949723,0.0,0.0
2024-01-02 02:00:00,0.2504537139095426,0.3146571439240265,0.0,0.0
2024-01-02 03:00:00,0.47945745327473877,0.2218141720581318,0.0,0.0
2024-01-02 04:00:00,0.3330069470350672,0.31965046257937224,0.0,0.0
2024-01-02 05:00:00,0.3793486880538965,0.18070741989739908,0.0,0.0
2024-01-02 06:00:00,0.33284675868847846,0.04025172067376373,0.0,0.0
2024-01-02 07:00:00,0.7009444781992287,0.20933097334787767,0.21981524337866537,0.1793602959832603
2024-01-02 08:00:00,0.4210781668121979,0.25804429523244743,0.396857870274841,0.4706102000387825
2024-01-02 09:00:00,0.2644461111795029,0.22413708459149162,0.5218312839000568,0.7062419129321701
2024-01-02 10:00:00,0.5464844873383663,0.13586075421518878,0.6057955640766371,0.7394478850072781
2024-01-02 11:00:00,0.23997620302723466,0.07015618299325554,0.7656104832403705,0.8311161167450705
2024-01-02 12:00:00,0.4544322897736013,0.2003122001443475,0.7464740177895213,0.9759280731731969
2024-01-02 13:00:00,0.12915223194092168,0.34148665774611164,0.8875704536874456,0.9985672169482368
2024-01-02 14:00:00,0.22387484318812342,0.3773408245225055,0.7757087848704758,1.0
2024-01-02 15:00:00,0.4526319359032565,0.3704924189949828,0.6437938096116373,0.8395091202834926
2024-01-02 16:00:00,0.5338727375221995,0.170130127066282,0.5657310125735964,0.754933723716825
2024-01-02 17:00:00,0.44880799270138355,0.13635044821810088,0.5009740233309665,0.5161046398953912
2024-01-02 18:00:00,0.4057555081646519,0.30138454207912685,0.35409825486034924,0.5026329209281494
2024-01-02 19:00:00,0.3779371961844947,0.31523108174092984,0.27649958141260605,0.23504816537248227
2024-01-02 20:00:00,0.20132445196777388,0.29173804110118706,0.0,0.0
2024-01-02 21:00:00,0.31512611926368167,0.05031475315736095,0.0,0.0
2024-01-02 22:00:00,0.3540069348789199,0.16503262209279063,0.0,0.0
2024-01-02 23:00:00,0.5816710844557254,0.24875220155253944,0.0,0.0
2024-01-03 00:00:00,0.4758092129032409,0.3013028028242054,0.0,0.0
2024-01-03 01:00:00,0.1598104461635616,0.32931171962141137,0.0,0.0
2024-01-03 02:00:00,0.47287906487719095,0.2670063355893667,0.0,0.0
2024-01-03 03:00:00,0.36650412740552424,0.28565936401498626,0.0,0.0
2024-01-03 04:00:00,0.3227281694220779,0.2610675291972731,0.0,0.0
2024-01-03 05:00:00,0.5160179127941019,0.321142920783011,0.0,0.0
2024-01-03 06:00:00,0.5789163978423644,0.2838675485102538,0.0019731099651965358,0.0
2024-01-03 07:00:00,0.5639584873354014,0.25915474936589145,0.1250456768109487,0.16099713104745184
2024-01-03 08:00:00,0.29838384098457593,0.22574410344742463,0.32247424863337637,0.4545970841071277
2024-01-03 09:00:00,0.37788461309028953,0.2607101258654108,0.5829904429904537,0.568118549578698
2024-01-03 10:00:00,0.47395598417850626,0.30104012124509016,0.5686483748166243,0.7870317536254583
2024-01-03 11:00:00,0.5705982385363255,0.2793285222509688,0.750127215525327,1.0
2024-01-03 12:00:00,0.35239033379117823,0.29066362519568806,0.7995876976961785,0.9575485310345826
2024-01-03 13:00:00,0.3964176229683991,0.38685316949628124,0.7987914286820896,0.951927777801281
2024-01-03 14:00:00,0.2583162233670675,0.27909737563582143,0.8059141609050459,0.9940282724544618
2024-01-03 15:00:00,0.2448354758558711,0.18768113131384692,0.6627740752247708,0.8396792808633328
2024-01-03 16:00:00,0.5461453428271014,0.3409416619605796,0.7082813113646019,0.8678307089845001
2024-01-03 17:00:00,0.6277024737535951,0.11596114959427092,0.5950341162431633,0.6936707852851507
2024-01-03 18:00:00,0.41346495123092164,0.14443964528723396,0.3494622261820123,0.425675158169876
2024-01-03 19:00:00,0.5747964041517754,0.2861657098331696,0.29917205369572897,0.1776562748851031
2024-01-03 20:00:00,0.4785118732251168,0.3042206501398206,0.0,0.0
2024-01-03 21:00:00,0.32749850627720306,0.12807586101076318,0.0,0.0
2024-01-03 22:00:00,0.4784758102942338,0.21429923526248768,0.0,0.0
2024-01-03 23:00:00,0.654971954437867,0.19197260013919681,0.0,0.0
2024-01-04 00:00:00,0.42003427578885766,0.20477248905195633,0.0,0.0
2024-01-04 01:00:00,0.6601047300274513,0.3477998989674106,0.0,0.0
2024-01-04 02:00:00,0.03244641604188875,0.3240906676948413,0.0,0.0
2024-01-04 03:00:00,0.5486935573116339,0.2515279033547453,0.0,0.0
2024-01-04 04:00:00,0.43846524189107605,0.1988439286286232,0.0,0.0
2024-01-04 05:00:00,0.38055707908547026,0.11847515431810193,0.0,0.0
2024-01-04 06:00:00,0.4391722981356757,0.3954586152183109,0.020021599692814016,0.0
2024-01-04 07:00:00,0.12727284446521647,0.31265151136860786,0.2496112003537772,0.24169929054166764
2024-01-04 08:00:00,0.3924573984797236,0.18277321093280197,0.3241567682829011,0.4858653555826139
2024-01-04 09:00:00,0.4789750673821123,0.32540007110260516,0.42971438854301486,0.571664170320804
2024-01-04 10:00:00,0.6470922883665777,0.24641775928265344,0.5448793326934812,0.832376960735167
2024-01-04 11:00:00,0.3476676489143033,0.22472917085388172,0.8238164225170683,0.9318531485429841
2024-01-04 12:00:00,0.3041341412213723,0.29696127416907625,0.75349109721352,0.9495384376414933
2024-01-04 13:00:00,0.3501446251176699,0.17929029634884353,0.7907131618290751,0.9456644052161495
2024-01-04 14:00:00,0.5627184993106615,0.219064469389105,0.7243041258294063,0.980739548046452
2024-01-04 15:00:00,0.47472084810430304,0.26558622776007057,0.7681920582883948,0.847989443717315
2024-01-04 16:00:00,0.3459441510902946,0.20349500205159465,0.5863871930131948,0.8330155249261602
2024-01-04 17:00:00,0.5023982966223538,0.32034864236686844,0.4742286901039211,0.5672956632521237
2024-01-04 18:00:00,0.4399698140575564,0.4403467717079421,0.3620830122648546,0.46126904877571545
2024-01-04 19:00:00,0.5707049302352838,0.1780103080794017,0.12481445080277265,0.21849011571555998
2024-01-04 20:00:00,0.3201002175737475,0.08692759170971157,0.0,0.0
2024-01-04 21:00:00,0.3762588596656852,0.053266104592489844,0.0,0.0
2024-01-04 22:00:00,0.36659195868552674,0.2383933071906178,0.0,0.0
2024-01-04 23:00:00,0.2058809394355326,0.18712366232749772,0.0,0.0
2024-01-05 00:00:00,0.4709455903307492,0.2750842900435804,0.0,0.0
2024-01-05 01:00:00,0.46568583959804616,0.26755800713948247,0.0,0.0
2024-01-05 02:00:00,0.42729456726743187,0.09397655527546273,0.0,0.0
2024-01-05 03:00:00,0.3913394787647907,0.07280985698873171,0.0,0.0
2024-01-05 04:00:00,0.21422193746350063,0.28389156397148185,0.0,0.0
2024-01-05 05:00:00,0.3634307503562589,0.26784112340886806,0.0,0.0
2024-01-05 06:00:00,0.37512037129204734,0.2117164401002172,0.0701104794751635,0.0
2024-01-05 07:00:00,0.3061859583878199,0.08858388142364187,0.1994294670408947,0.2765200924380245
2024-01-05 08:00:00,0.4023346920211614,0.3014373662133714,0.35363410591546446,0.37427086866786863
2024-01-05 09:00:00,0.4871351772932435,0.3814881944792667,0.5095350769601801,0.6028819740991427
2024-01-05 10:00:00,0.7094554339526422,0.2820964839587646,0.6060084311755958,0.7442443042336704
2024-01-05 11:00:00,0.4527142206958386,0.16955085088036587,0.8205827103096817,0.8990380112249834
2024-01-05 12:00:00,0.4651601073794774,0.25875345649398745,0.7393344732187556,0.9406938675561909
2024-01-05 13:00:00,0.41536066140613764,0.11768683184350384,0.8105463080981965,0.9115959378806693
2024-01-05 14:00:00,0.13871186647620654,0.3600943113207516,0.7856936080625994,0.9221710348352055
2024-01-05 15:00:00,0.4225504674536802,0.2624826733898262,0.7712132196785921,0.9828566188293247
2024-01-05 16:00:00,0.4355620802622167,0.07748254876154914,0.680623882914106,0.7941678930323436
2024-01-05 17:00:00,0.7960138656438557,0.22423080389250408,0.49719090126263366,0.6341079045491378
2024-01-05 18:00:00,0.3976734040538944,0.3006283909602954,0.3616403159496991,0.4197531196171263
2024-01-05 19:00:00,0.4717596501211046,0.2209934778393201,0.1944434848607487,0.2199396627508556
2024-01-05 20:00:00,0.4213207833152762,0.22670866779285495,0.0,0.0
2024-01-05 21:00:00,0.25122584312813295,0.13185801923214516,0.0,0.0
2024-01-05 22:00:00,0.5979509709483158,0.31095233864503796,0.0,0.0
2024-01-05 23:00:00,0.5393175036740788,0.1894513199349586,0.0,0.0
2024-01-06 00:00:00,0.5462790311789315,0.03951054717186847,0.0,0.0
2024-01-06 01:00:00,0.2912161209032636,0.21802934780533237,0.0,0.0
